0.6931472	2
1.0986123	1
1.609438	2
1.9459101	2
2.3978953	4
2.5649493	2
2.8332133	4
2.944439	2
3.1354942	4
3.3672957	6
3.4339871	2
3.6109178	6
3.713572	4
3.7612002	2
3.8501475	4
3.9702919	6
4.0775375	6
4.1108737	2
4.204693	6
4.26268	4
4.2904596	2
4.3694477	6
4.4188404	4
4.4886365	6
4.574711	8
4.6151204	4
4.634729	2
4.6728287	4
4.691348	2
4.727388	4
4.8441873	14
4.8751974	4
4.919981	6
4.934474	2
5.0039463	10
5.0172796	2
5.056246	6
5.09375	6
5.117994	4
5.1532917	6
5.187386	6
5.198497	2
5.2522736	10
5.26269	2
5.2832036	4
5.293305	2
5.351858	12
5.4071717	12
5.42495	4
5.433722	2
5.4510384	4
5.4764633	6
5.484797	2
5.525453	10
5.549076	6
5.572154	6
5.5947113	6
5.602119	2
5.6240177	6
5.638355	4
5.645447	2
5.6801724	10
5.7268476	14
5.739793	4
5.7462034	2
5.7589016	4
5.8021183	14
5.820083	6
5.8493247	10
5.855072	2
5.866468	4
5.8833222	6
5.9053617	8
5.9215784	6
5.9375362	6
5.948035	4
5.963579	6
5.9839363	8
5.9939613	4
6.0137153	8
6.037871	10
6.042633	2
6.066108	10
6.070738	2
6.0844994	6
6.0935698	4
6.107023	6
6.1246834	8
6.133398	4
6.1377273	2
6.1463294	4
6.1717005	12
6.188264	8
6.196444	4
6.212606	8
6.22059	4
6.232448	6
6.25575	12
6.2595816	2
6.2934194	18
6.3044486	6
6.322565	10
6.3332796	6
6.3438807	6
6.347389	2
6.3578424	6
6.375025	10
6.3851943	6
6.395262	6
6.398595	2
6.408529	6
6.418365	6
6.424869	4
6.4281054	2
6.4473057	12
6.4630294	10
6.4661446	2
6.4723463	4
6.481577	6
6.4907236	6
6.493754	2
6.5117455	12
6.517671	4
6.526495	6
6.53814	8
6.552508	10
6.5638556	8
6.5778613	10
6.5889263	8
6.5971456	6
6.605298	6
6.610696	4
6.6214056	8
6.629363	6
6.6346335	4
6.645091	8
6.650279	4
6.668228	14
6.680855	10
6.695799	12
6.698268	2
6.710523	10
6.7129564	2
6.717805	4
6.72022	2
6.7322106	10
6.7487597	14
6.753438	4
6.755769	2
6.7604146	4
6.776507	14
6.781058	4
6.783325	2
6.787845	4
6.8101425	20
6.814543	4
6.823286	8
6.834109	10
6.8426833	8
6.846943	4
6.853299	6
6.859615	6
6.8741984	14
6.8783264	4
6.8844867	6
6.8906093	6
6.8987145	8
6.904751	6
6.916715	12
6.9206715	4
6.926577	6
6.928538	2
6.9382844	10
6.9402223	2
6.946014	6
6.9555926	10
6.9574976	2
6.966967	10
6.9688506	2
6.9744787	6
6.991177	18
6.99485	4
6.9966817	2
7.0003343	4
7.005789	6
7.011214	6
7.0184016	8
7.023759	6
7.0290875	6
7.0483866	22
7.0501227	2
7.0587583	10
7.0656133	8
7.0741167	10
7.0791845	6
7.0842266	6
7.09091	8
7.100852	12
7.104144	4
7.109062	6
7.113956	6
7.115582	2
7.1204443	6
7.1300983	12
7.138073	10
7.152269	18
7.153834	2
7.156956	4
7.161622	6
7.1631722	2
7.167809	6
7.1708884	4
7.172425	2
7.17549	4
7.184629	12
7.1861444	2
7.190676	6
7.215975	34
7.2203736	6
7.2247534	6
7.230563	8
7.243513	18
7.2506356	10
7.2605224	14
7.2633295	4
7.26473	2
7.267525	4
7.2717037	6
7.277248	8
7.2800083	4
7.281386	2
7.2855067	6
7.293698	12
7.3004727	10
7.301822	2
7.304516	4
7.30586	2
7.3085427	4
7.3125534	6
7.320527	12
7.3284373	12
7.3336763	8
7.341484	12
7.345365	6
7.347944	4
7.3518	6
7.3569183	8
7.3594675	4
7.3645473	8
7.367077	4
7.375882	14
7.3783836	4
7.3821244	6
7.383368	2
7.385851	4
7.389564	6
7.3907986	2
7.394493	6
7.4006205	10
7.412764	20
7.4163785	6
7.418781	4
7.41998	2
7.4342575	24
7.4366174	4
7.437795	2
7.4436636	10
7.4506607	12
7.4518223	2
7.457609	10
7.462215	8
7.4656553	6
7.469084	6
7.472501	6
7.4826818	18
7.4860525	6
7.4882936	4
7.4894123	2
7.4960976	12
7.5016346	10
7.508239	12
7.5126176	8
7.521318	16
7.528869	14
7.5320883	6
7.5342283	4
7.535297	2
7.53743	4
7.538495	2
7.5438027	10
7.550135	12
7.5532866	6
7.556428	6
7.5657935	18
7.5668283	2
7.575072	16
7.5760975	2
7.5873103	22
7.590347	6
7.5943813	8
7.5973964	6
7.5994015	4
7.6004024	2
7.6024013	4
7.6063876	8
7.6093664	6
7.614312	10
7.6152983	2
7.620215	10
7.6270576	14
7.6319165	10
7.6348205	6
7.640604	12
7.6415644	2
7.6434827	4
7.6444407	2
7.649216	10
7.6549172	12
7.6558642	2
7.663408	16
7.6643467	2
7.667158	6
7.6690283	4
7.669962	2
7.6746173	10
7.678326	8
7.686621	18
7.6975756	24
7.6993895	4
7.7021046	6
7.705713	8
7.712891	16
7.7137847	2
7.7155695	4
7.71913	8
7.7262125	16
7.7270947	2
7.7288556	4
7.7323694	8
7.7349963	6
7.737616	6
7.7393594	4
7.74457	12
7.7454357	2
7.7549105	22
7.7574787	6
7.7583337	2
7.7608933	6
7.762596	4
7.765145	6
7.771067	14
7.7735944	6
7.7752757	4
7.7761154	2
7.7786303	6
7.780303	4
7.7828074	6
7.787797	12
7.7902822	6
7.792762	6
7.798523	14
7.8001633	4
7.802618	6
7.80751	12
7.810758	8
7.813187	6
7.8148036	4
7.8252454	26
7.832411	18
7.83637	10
7.8395257	8
7.8410997	4
7.8434563	6
7.8442407	2
7.84659	6
7.855157	22
7.8597994	12
7.860571	2
7.866722	16
7.869784	8
7.871311	4
7.8758793	12
7.881182	14
7.884953	10
7.8857055	2
7.8872085	4
7.8902082	8
7.8924522	6
7.894691	6
7.8961806	4
7.8969245	2
7.8984113	4
7.9006367	6
7.9035964	8
7.9050727	4
7.9058104	2
7.9080195	6
7.9116907	10
7.912423	2
7.916078	10
7.9189925	8
7.9204464	4
7.925519	14
7.9291263	10
7.9334383	12
7.9341555	2
7.9363027	6
